Phenotype ID,Phenotype Parent ID,Display Name,Association Name,Description (Definition),Phenotype Data Type,Age,Sex Specific
3770,3720,Gastric Cancer,j_gast_cancer,"These participants have a confirmed diagnosis of gastric cancer. ICD-O-2 Site:  C16.0-16.9 ICD-O-2 Morphology: Exclude hematopoietic cancers, mesothelioma, and Kaposi’s sarcoma",binary,j_gast_cancer_dx_age,NULL
3780,3720,Gastric Cancer (Cardia),j_gast_cardia,"These participants have a confirmed diagnosis of gastric cardia cancer. ICD-O-2 Site:  C160 ICD-O-2 Morphology: Exclude hematopoietic cancers, mesothelioma, and Kaposi’s sarcoma",binary,j_gast_cancer_dx_age,NULL
3790,3720,Gastric Cancer (Non-Cardia),j_gast_noncardia,These participants have a confirmed diagnosis of a non-cardia gastric cancer.,binary,j_gast_cancer_dx_age,NULL
3800,3020,Solid Tumors,NULL,NULL,NULL,NULL,NULL
3810,3800,All Solid Tumors,j_solid_tumor,These participants have a confirmed diagnosis of a solid tumor. ICD-O-2 Morphology: 8010-9582,binary,j_solid_tumor_dx_age,NULL
3820,3800,Carcinomas,NULL,NULL,NULL,NULL,NULL
3830,3820,All Carcinomas,j_carcinoma,"These participants have a confirmed diagnosis of a carcinoma at some site in the body. ICD-O-2 Morphology: 8010-8110, 8120-8131, 8140-8148, 8150-8157, 8160-8231, 8240-8249, 8250-8265, 8271-8300, 8320-8670, 8680-8700, 9302-9310",binary,j_carcinoma_dx_age,NULL
3840,3820,Adenocarcinomas ,j_adeno_carcinoma,"These participants have a confirmed diagnosis of a adenocarcinoma (excluding mixed adenocarcinoma) at some site in the body. ICD-O-2 Morphology: 8050, 8140-8148, 8160-8163, 8190-8232, 8250-8303, 8330-8525",binary,j_adeno_carcinoma_dx_age,NULL
3850,3820,Endocrine or Neuroendocrine,j_endo_neuro,"These participants have a confirmed diagnosis of an endocrine or neuroendocrine cancer at some site in the body. ICD-O-2 Morphology: 8150-8157, 8240-8249, 8680-8700",binary,j_endo_neuro_dx_age,NULL
3860,3820,Squamous Cell Cancers,j_squamous,These participants have a confirmed diagnosis of a squamous cell cancer at some site in the body. ICD-O-2 Morphology: 8051-8086,binary,j_squamous_dx_age,NULL
3870,3800,Sarcomas (including Neural Cancers),j_sarcoma,"These participants have a confirmed diagnosis of a sarcoma (including neural cancers) at some site in the body. ICD-O-2 Morphology: 8710-8761, 8780-8964, 9040-9045 , 9120-9290, 9330, 9350-9582",binary,j_sarcoma_dx_age,NULL
3880,3800,Mesothelial,j_mesoth,These participants have a confirmed diagnosis of a mesothelioma at some site in the body. ICD-O-2 Morphology: 9050-9053,binary,j_mesoth_dx_age,NULL
3890,3800,Urothelial Cancers,j_urothelial,"These participants have a confirmed diagnosis of a urothelial cancer at some site in the body. ICD-O-2 Morphology: 8120-8131, 8270, 8310-8319",binary,j_urothelial_dx_age,NULL
3900,3030,Alcohol-Related Cancers,j_alcohol_related,"These participants have a confirmed case of an alcohol-related cancer [cancers of the lip, oral cavity, pharynx, larynx, colorectum, esophagus (squamous cell carcinoma), female breast, gastric, and liver (excluding intrahepatic bile duct cancer)].",binary,j_alcohol_related_dx_age,NULL
3910,3030,Diabetes-Related Cancers,j_diabetes_related,"These participants have a confirmed case of a diabetes-related cancer [cancers of the bladder, colorectum, endometrium, female breast, liver (excluding intrahepatic bile duct cancer), and pancreas.] ",binary,j_diabetes_related_dx_age,NULL
3920,3030,Height-Related Cancers,j_height_related,"These participants have a confirmed case of a height-related cancer [cancers of the colorectum, endometrium, female breast, kidney, ovary, pancreas, prostate, and melanoma]",binary,j_height_related_dx_age,NULL
3930,3030,Infection-Related Cancers,j_infection_related,"These participants have a confirmed case of an infection-related cancer [cancers of the Epstein-Barr virus (EBV), hepatitis B virus (HBV), hepatitis C virus (HCV), Helicobacter pylori (H. Pylori), and human papillomavirus (HPV)- related cancers]",binary,j_infection_related_dx_age,NULL
3940,3030,HBV-Related Cancer,j_hbv_related,These participants have a confirmed case of a hepatitis B virus (HBV)-related cancer [liver cancer (excluding intrahepatic bile duct cancer)],binary,j_hbv_related_dx_age,NULL
3950,3030,HCV-Related Cancer,j_hcv_related,These participants have a confirmed case of a hepatitis C virus (HCV)-related cancer [liver cancer (excluding intrahepatic bile duct cancer)],binary,j_hcv_related_dx_age,NULL
3960,3030,Helicobacter Pylori-Related Cancer,j_helicobacter_related,These participants have a confirmed case of a Helicobacter pylori-related cancer [gastric cancer],binary,j_helicobacter_related_dx_age,NULL
3970,3030,HPV-Related Cancers,j_hpv_related,"These participants have a confirmed case of human papillomavirus (HPV)-related cancers [cancers of the cervix, vulva, vagina, penis, anus, oropharynx, and tonsil]",binary,j_hpv_related_dx_age,NULL
3980,3030,Obesity-Related Cancers,j_obesity_related,"These participants have a confirmed case of an obesity-related cancer [cancers pf the lip, oral cavity, pharynx, larynx, colorectum, endometrium, esophagus (adenocarcinoma), female breast, gallbladder, gastric (cardia), kidney, liver (excluding intrahepatic bile duct cancer), ovary, pancreas, thyroid, meningioma, and multiple myeloma] ",binary,j_obesity_related_dx_age,NULL
3990,3030,Physical Activity-Related Cancers,j_phys_act_related,"These participants have a confirmed case of a physical activity-related cancer [cancers of the bladder, colon, endometrium, esophagus (adenocarcinoma), female breast, gastric (cardia), kidney, and lung]",binary,j_phys_act_related,NULL
4000,3030,Smoking-Related Cancers,j_smoking_related,"These participants have a confirmed case of a smoking-related cancer [cancers of the bladder, ureter, kidney, lip, oral cavity, oropharynx, nasopharynx, hypopharynx, larynx, nasal cavity, paranasal sinuses, colorectum, esophagus, gastric, liver (excluding intrahepatic bile duct cancer), lung, myeloid leukemia, ovarian (mucinous), pancreas, and uterine cervix]",binary,j_smoking_related_dx_age,NULL
4010,3040,Family History of Cancer ,sqx_fh_cancer_f_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4020,3040,Family History of Breast Cancer ,sqx_fh_breast_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4030,3040,Family History of Prostate Cancer ,sqx_fh_pros_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4040,3040,Family History of Lung Cancer ,sqx_fh_lung_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4050,3040,Family History of Ovarian Cancer ,sqx_fh_ovar_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4060,3040,Family History of Lymphoma ,sqx_fh_lymph_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4070,3040,Family History of Colorectal Cancer ,sqx_fh_colo_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4080,3040,Family History of Endometrial Cancer ,sqx_fh_endo_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4090,3040,Family History of Bladder Cancer ,sqx_fh_blad_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
4100,3040,Family History of Leukemia ,sqx_fh_leuk_b,"Family history of cancer in first-degree relatives was determined  question 17 of the supplemental questionnaire. Question 17 - "". Were any of your blood relatives ever diagnosed with cancer?""",binary,NULL,NULL
5000,NULL,Lifestyle factors,NULL,NULL,NULL,NULL,NULL
5010,5000,Diet,NULL,NULL,NULL,NULL,NULL
5020,5000,Physical Activity,NULL,NULL,NULL,NULL,NULL
5030,5000,Smoking,NULL,NULL,NULL,NULL,NULL
5040,5010,Current Alcohol Drinking Status (DHQ),current_drinker,"Current alcohol drinking status was derived from questions about alcohol servings and serving sizes from questions 8,9, 10 of the Diet History Questionnaire (DHQ) for beer, wine, or wine coolers and liquor or mixed drinks. ",binary,age_dhq,NULL
5050,5010,Alcohol Drinking Status (DHQ),drinker_dhq,"Alcohol drinking status was derived from questions about alcohol servings and serving sizes from question 8, 9, 10 and 156 of the Diet History Questionnaire (DHQ) for beer, wine, or wine coolers and liquor or mixed drinks.  ",binary,age_dhq,NULL
5060,5010,Alcohol Drinking Status Categories (DHQ),drinker_status_dhq_o,"Alcohol drinking status categories were derived from questions about alcohol servings and serving sizes from question 8, 9, 10 and 156  and question 156 of the Diet History Questionnaire (DHQ) for beer, wine, or wine coolers and liquor or mixed drinks.  ",ordinal,age_dhq,NULL
5070,5010,Former Alcohol Drinker Status (DHQ),former_drinker,"Former alcohol drinking status was derived from questions about alcohol servings and serving sizes from questions 8, 9, 10 and 156 of the Diet History Questionnaire Diet History Questionnaire (DHQ) for beer, wine, or wine coolers and liquor or mixed drinks.  ",binary,age_dhq,NULL
5080,5010,"Alcohol from Beer, Wine, and Liquor (g/day) - DHQ",dt_alc_alc_drinks_dhq,"Alcohol from beer, wine, and liquor (g/day) was derived from the questions about alcohol servings and serving sizes on pages 3-4 of the Diet History Questionnaire (DHQ). The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database based on national dietary data to calculate the daily intake of all nutrients in the database. Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5090,5010,Caffeine from Diet (NDS-R) (mg/day) - DHQ,dt_caffeine_dhq,"Caffeine from Diet (g/day) was derived from questions about servings, serving sizes, caffeination, and diet questions  for soda, coffee, and tea from the Diet History Questionnaire (DHQ).  The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database (Nutrition Data Systems for Research [NDS-R]) based on national dietary data to calculate the daily intake of all nutrients in the database. Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5100,5010,Carbohydrate from Diet (g/day) - DHQ,dt_carb_dhq,"Carbohydrate from diet (g/day) was derived from questions from the Diet History Questionnaire (DHQ).  The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database based on national dietary data to calculate the daily intake of all nutrients in the database. Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5110,5010,Total Fat from Diet (g/day) - DHQ,dt_fat_dhq,"Total fat from diet (g/day) was derived from questions from the Diet History Questionnaire (DHQ).  The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database based on national dietary data to calculate the daily intake of all nutrients in the database. Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5120,5010,Fiber from Diet (CSFII) (g/day) - DHQ,dt_fiber_csfii_dhq,"Fiber from diet (g/day) was derived from questions from the Diet History Questionnaire (DHQ).  The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database based on national dietary data to calculate the daily intake of all nutrients in the database (Continuing Survey of Food Intakes by Individuals [CSFII]). Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5130,5010,Food Energy from Diet (kcal/day) - DHQ,dt_kcal_dhq,"Food energy from diet (kcal/day)) was derived from questions from the Diet History Questionnaire (DHQ).  The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database based on national dietary data to calculate the daily intake of all nutrients in the database. Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5140,5010,Protein from Diet (g/day) - DHQ,dt_prot_dhq,"Protein from diet (g/day) was derived from questions from the Diet History Questionnaire (DHQ).  The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database based on national dietary data to calculate the daily intake of all nutrients in the database. Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5150,5010,Sugar (fructose + galactose + glucose + lactose + maltose + sucrose) (NDS-R) from diet (g/day) - DHQ,dt_sugar_dhq,"Sugar (fructose + galactose + glucose + lactose + maltose + sucrose) from diet (g/day)  was derived from questions from the Diet History Questionnaire (DHQ).  The DHQ takes into account food frequency, serving size, and other responses and uses these in conjunction with a nutrient database based on national dietary data to calculate the daily intake of all nutrients in the database (Nutrition Data Systems for Research [NDS-R]). Food frequencies are multiplied by nutrient amounts in the database which are based on gender and serving size, and the resulting nutrient amounts are summed across all foods to get a total daily value for each nutrient.",continuous,age_dhq,NULL
5160,5010,Glycemic Index from Diet (Weighted Average) - DHQ,gly_index_dhq,The glycemic index from the Diet History Questionnaire (DHQ)for each participant was calculated as a weighted average of the foods they ate by multiplying the participant’s daily glycemic load by 100 and dividing by their daily “available” carbohydrate consumption. Available carbohydrates were defined as total carbohydrates – total dietary fiber.,continuous,age_dhq,NULL
5170,5010,Glycemic Load from Diet - DHQ,gly_load_dhq,"Glycemic load is defined as the grams of available carbohydrate in the food multiplied by the food's glycemic index / 100.  The glycemic load was calculated from the nutrient database, which contains an amount for each line item based on gender and serving size where applicable. This amount was multiplied by the frequency with which the subject reported consuming the item, and the glycemic load for all items was added together and converted to a total daily value.",continuous,age_dhq,NULL
5180,5010,MPED Added Sugars (tsp./day) - DHQ,mped_added_sugar_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5190,5010,"MPED Alcohol from Beer, Wine, and Liquor - Age 18-24 (drinks/day) - DHQ",mped_alc_bev_alc_drinks18_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5200,5010,"MPED Alcohol from Beer, Wine, and Liquor - Age 25-39 (drinks/day) - DHQ",mped_alc_bev_alc_drinks25_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5210,5010,"MPED Alcohol from Beer, Wine, oand Liquor - Age 40-54 (drinks/day) - DHQ",mped_alc_bev_alc_drinks40_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5220,5010,"MPED Alcohol from Beer, Wine, and Liquor - Age 55+ (drinks/day) - DHQ",mped_alc_bev_alc_drinks55_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5230,5010,MPED Equivalents of Total Dairy (cups/day) - DHQ,mped_dairy_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5240,5010,MPED Equivalents of Milk (cups/day),mped_dairy_milk_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5250,5010,MPED Equivalents of Fruit excluding Juice (cups/day) - DHQ,mped_fruit_nojuice_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5260,5010,MPED Equivalents of Total Grains (oz./day) - DHQ,mped_grain_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5270,5010,MPED Equivalents of Whole Grains (oz./day) - DHQ,mped_grain_whole_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5280,5010,MPED Equivalents of Legumes (cups/day) - DHQ,mped_legume_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5290,5010,MPED Equivalents of Nuts and Seeds (oz./day) - DHQ,mped_m_nut_seed_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5300,5010,MPED Equivalents of Soy Products (oz./day) - DHQ,mped_m_soy_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5310,5010,MPED Equivalents of Dark Green Vegetables (cups/day) - DHQ,mped_veg_dark_green_dhq,"MPED (My Pyramid Equivalents Database) variables were calculated using amounts based on the US Department of Agriculture's updated version of the Pyramid Servings Database (PSD). The MPED variables align with the 2005 Dietary Guidelines for Americans and USDA’s 2005 Food Guidance System, MyPyramid.",continuous,age_dhq,NULL
5320,5010,"Candy, Chocolate (g/day) - DHQ",g_candy_choc_dhq,"Candy, chocolate (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5330,5010,"Soda, Regular (g/day) - DHQ",g_soda_reg_dhq,"Soda, regular (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5340,5010,Total Fish (g/day) - DHQ,g_fish_total_dhq,"Total fish (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5350,5010,Citrus Fruits (g/day) - DHQ,g_fruit_citrus_dhq,"Citrus fruits (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5360,5010,Fruit (g/day) - DHQ,g_fruit_dhq,"Citrus fruits (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5370,5010,"Processed Meat - Ham, Bacon, Sausage, Hot Dogs, and Cold Cuts (g/day) - DHQ",g_process_6_dhq,"Processed meat - ham, bacon, sausage, hot dogs, and cold cuts (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5380,5010,"Red Meat - Hamburgers, Steak, Pork Chops, Bacon, and Regular Sausages (g/day) - DHQ",g_red5_dhq,"Red meat- hamburgers, steak, pork chops, bacon, and regular sausages (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5390,5010,Crackers and Salty Snacks from Grains (g/day) - DHQ,g_salty_grain_snack_dhq,"Crackers and salty snacks from grains (g/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5400,5010,Vegetables (g/day) - DHQ,g_vegetable_dhq,"Vegetable (d/day) was calculated using the detailed analysis file output by DietCalc, which lists the daily gram amounts for each food and question, as calculated by DietCalc from the coded responses to each food frequency and serving size question. DietCalc determines the gram amounts by gender and serving size (small, medium, large, or overall) using a nutrient database based on national dietary data (USDA's 1994-96 Continuing Survey of Food Intakes by Individuals [CSFII], available from the USDA Food Surveys Research Group, or the Nutrition Data Systems for Research (NDS-R) from the University of Minnesota, which has nutrient values not available from the USDA Survey Nutrient Database).",continuous,age_dhq,NULL
5410,5010,Daily Frequency of Decaffienated Coffee without Cream or Sugar - DHQ,sv_coffee_decaf_nosug_dhq,"Daily frequency of decaffienated coffee without cream or sugar indicate how often the subject consumed a particular food without regard to portion size.  The DHQ food frequency variables are calculated using the detailed analysis file output by DietCalc, which lists the daily frequency for each food and question, as calculated by DietCalc from the coded responses to each food frequency question. ",continuous,age_dhq,NULL
5420,5010,Daily Frequency of Regular Coffee without Cream or Sugar - DHQ,sv_coffee_reg_nosug_dhq,"Daily frequency of regular coffee without cream or sugar indicate how often the subject consumed a particular food without regard to portion size.  The DHQ food frequency variables are calculated using the detailed analysis file output by DietCalc, which lists the daily frequency for each food and question, as calculated by DietCalc from the coded responses to each food frequency question. ",continuous,age_dhq,NULL
5430,5010,Percent of Energy from Alcohol - DHQ,pe_fr_alc_dhq,Percent of energy from alcohol was calulcated by multiplying the grams per day of alcohol by its caloric content. The daily calories from alcohol was divided by the total number of calories the participant consumed that day.,continuous,age_dhq,NULL
5440,5010,Percent of Energy from Carbohydrates - DHQ,pe_fr_carb_dhq,Percent of energy from carbohydrates was calulcated by multiplying the grams per day of carbohydrates by its caloric content. The daily calories from carbohydrates was divided by the total number of calories the participant consumed that day.,continuous,age_dhq,NULL
5450,5010,Percent of Energy from Fat - DHQ,pe_fr_fat_dhq,Percent of energy from fat was calulcated by multiplying the grams per day of fat by its caloric content. The daily calories from fat was divided by the total number of calories the participant consumed that day.,continuous,age_dhq,NULL
5460,5010,Percent of Energy from Protein - DHQ,pe_fr_protein_dhq,Percent of energy from protein was calulcated by multiplying the grams per day of protein by its caloric content. The daily calories from protein was divided by the total number of calories the participant consumed that day.,continuous,age_dhq,NULL
5470,5010,Frequency of Coffee (Q116) - DHQ,qxn_f_coffee_dhq,Frequency of coffee was determined from question 116 of the Dietary History Questionnaire. DHQ,ordinal,age_dhq,NULL
5480,5010,Percent of Calories from Added Sugar,addsug_perc2015_dhq,Percent of energy from added sugar was calulcated by multiplying the grams per day of added sugar by its caloric content. The daily calories from added sugar was divided by the total number of calories the participant consumed that day.,continuous,age_dhq,NULL
5490,5010,Density of Dairy per 1000 kcal,dairyden_dhq,Total Dairy as a ratio to energy intake per 1000 kcal,continuous,age_dhq,NULL
5500,5010,Density of MPED Total Grain per 1000 kcal,grnden_dhq,MPED Total Grain as a ratio to energy intake per 1000 kcal,continuous,age_dhq,NULL
5510,5010,Total Healthy Eating Index-2005 Score,hei2005_total_score_dhq,"Healthy Eating Index (HEI)-2005 is a diet quality index, ranging from 0 to 100, that measures alignment with the 2005-2010 Dietary Guidelines for Americans (detailed information on how the HEI is scored and how the 3 different versions compare has been published: PMCID: PMC6719291, PMID: 18954580)",continuous,age_dhq,NULL
5520,5010,Total Healthy Eating Index-2010 Score,hei2010_total_score_dhq,"Healthy Eating Index (HEI)-2010 is a diet quality index, ranging from 0 to 100, that measures alignment with the 2010-2015 Dietary Guidelines for Americans (detailed information on how the HEI is scored and how the 3 different versions compare has been published: PMCID: PMC6719291)",continuous,age_dhq,NULL
5530,5010,Total Healthy Eating Index-2015 Score,hei2015_total_score_dhq,"Healthy Eating Index (HEI)-2015 is a diet quality index, ranging from 0 to 100,  that measures alignment with the 2015-2020 Dietary Guidelines for Americans (detailed information on how the HEI is scored and how the 3 different versions compare has been published: PMCID: PMC6719291)",continuous,age_dhq,NULL
5540,5010,Density of Whole Grain per 1000 kcal,wgrnden_dhq,Total Whole Grain as a ratio to energy intake per 1000 kcal,continuous,age_dhq,NULL
